Start,20/7/1988,
26.65,10.445,30.86
26.74,10.085,30.24
27.06,10.06,30.26
27.04,9.94,30.17
27.4,10.02,30.9
27.36,9.85,30.57
27.18,9.925,30.42
27.15,9.905,31.11
27.04,10.205,31.08
27.04,10.205,31.08
27.21,10.39,31.36
27.46,10.575,32.15
27.52,10.64,32.04
27.37,10.685,32.05
27.37,10.685,32.05
27.45,10.64,32.16
28.14,11.085,32.91
28.24,11.045,32.9
28.21,11.295,33.99
28.16,11.68,34.24
27.66,11.5,33.97
27.57,11.865,34.15
27.43,12.06,33.59
27.7,12.1,33.39
27.54,11.425,33.06
27.81,11.36,32.89
27.81,11.36,32.89
28.1,11.365,32.61
28.3,11.305,32.2
28.01,11.09,31.63
28.48,11.28,31.75
28.8,11.505,32.43
28.25,11.535,31.63
27.71,11.26,31.38
27.91,11.34,30.89
27.65,11.28,30.52
27.4,11.16,30.32
27.29,11.13,31.4
27.01,10.895,30.02
26.96,11.21,29.92
27.08,11.355,30.88
26.9,11.3335,30.57
27.02,11.49,30.54
27.15,11.9,30.99
26.95,11.865,30.74
26.59,11.5,30.14
26.59,11.5,30.14
26.99,11.58,30.81
26.77,11.63,30.6
26.46,11.235,29.89
26.57,11.2,30
26.61,11.095,29
26.88,11.18,29.2
26.7,11.405,29.62
26.5,11.52,29.5
26.53,11.96,29.2
26.7,12.01,29.69
26.39,11.905,29.6
26.37,11.96,29.04
26.37,12.58,29.65
26.35,13.37,28.95
25.83,13,27.7
25.72,13.55,27.98
25.37,13.84,27.31
25.09,13.575,27.08
25.38,13.78,27.69
25.16,13.225,27.1
25.18,12.91,27.16
25.13,13.095,27.79
24.89,12.835,27.2
24.63,12.93,26.49
24.5,12.93,26.23
24.15,12.645,26.16
24.41,12.75,26.53
25.19,13.435,27.79
25.03,13.52,27.38
25.31,13.955,27.69
25.2,13.96,27.43
24.93,13.52,27.2
25.08,13.555,27.38
25.85,13.75,28.12
25.951,14.16,28.55
25.8,13.915,28.27
25.59,13.655,27.62
25.48,13.765,27.37
25.48,13.765,27.37
25.61,14.02,27.6
25.45,13.465,27.67
25.51,13.32,27.37
25.215,14.65,26.66
25.16,14.59,26.45
25.53,14.175,26.68
25.33,13.865,26.07
25.45,13.865,26.2745
25.95,13.89,26.52
27.54,13.85,27.53
27.24,13.565,27.15
27.22,13.47,26.88
26.56,13.225,26.35
26.48,13.385,26.13
26.13,12.89,25.73
26.35,13.035,26.04
26.33,13.07,26.28
26.3,13.325,26.2
26.12,13.29,25.98
25.78,13.335,26.47
25.93,13.14,26.55
25.94,13.57,27.77
25.94,13.65,27.57
26.1,13.595,27.44
25.86,13.53,27.04
25.54,13.32,26.84
25.83,13.53,27.15
25.62,13.235,27.11
25.73,13.355,27.41
25.89,13.555,27.55
25.76,13.67,27.74
26.1,14.205,28.1
26.14,14.255,28.37
26.19,14.085,28.45
26.23,14.03,28.55
26.23,14.03,28.55
26.11,14.03,28.33
26.13,14.46,28.01
25.89,14.2,27.41
25.95,14.39,28.14
26.43,14.905,28.75
26.6,15.175,28.99
26.47,15.1,28.4
26.77,15.37,28.64
26.77,15.37,28.64
26.9,15.06,27.99
27.405,15.345,28.43
27.32,16.37,28.12
27.769,16.405,27.63
28.35,16.455,27.64
28.35,16.165,27.52
28.29,16.5,28.04
28.3,16.85,28.52
28.39,16.59,27.95
28.57,16.85,27.78
28.28,16.245,27.38
28.5,16.25,27.6
28.56,16.27,27.6
28.63,16.15,27.02
28.57,15.54,26.33
28.57,15.54,26.33
28.02,15.475,26.11
28.1,15.195,26.34
27.64,15.07,26.22
27.86,15.015,26.57
27.89,14.57,26.24
27.6,14.61,26.14
28.13,14.79,23.38
27.87,16.465,23.15
27.48,16.1,22.73
27.95,15.985,22.91
28.32,16.1,23.24
28.86,15.81,22.56
29,15.84,23.27
28.03,15.35,22.67
28.66,15.63,22.97
28.44,16.215,23.27
28.58,16.135,23.46
28.48,16.32,24.241
28.49,16.17,24.38
28.52,15.79,24.9
28.07,15.645,24.17
28.06,15.895,23.97
27.53,15.695,23.67
27.14,14.89,22.77
27.18,15.15,22.57
27.72,15.76,22.54
27.41,15.505,22.16
26.88,15.185,21.24
27.02,15.42,21.56
27.09,15.39,21.42
27.05,15.435,21.509
27.46,15.87,22.22
27.12,15.355,22.01
27.2,15.4,21.62
27.24,15.54,21.89
27.24,15.975,21.67
27.55,16.525,21.95
27.44,17.33,21.77
27.46,17.175,22.02
27.3,17.06,21.6
27.3,17.245,21.29
27.39,17.93,21.43
27.62,17.83,21.63
27.11,17.615,20.05
27.11,17.615,20.05
27.36,17.88,19.89
27.26,18.175,19.72
27.28,17.85,20.17
27.49,17.935,20.57
27.25,17.795,20.8
27.44,17.745,20.77
27.19,17.6,20.42
27.26,18.175,20.11
27.51,18.57,20.59
27.51,18.855,20.92
27.26,19.005,21.08
27.12,18.46,20.42
27.35,18.635,20.38
27.29,18.645,20.13
27.19,18.765,19.92
27.27,19.02,19.68
27.58,19.34,20.07
27.65,19.375,20.06
28.25,19.335,20.85
28.12,19.395,21.13
28.38,19.685,21.32
28.53,20.32,21.13
28.17,19.81,21.24
27.99,19.53,20.55
28.06,19.295,20.61
28.03,19.145,20.28
28.03,19.875,20.99
27.8,22.49,20.51
27.99,22.75,20.61
28.41,23.875,20.79
28.18,23.71,20.8
28.699,23.735,21.45
28.56,23.97,21.69
27.74,23.705,21.3
27.63,23.775,21.31
27.9,23.985,21.4
28.15,25.15,22
28.01,26.095,22.27
27.97,26.2,22.26
28.08,26.225,22.44
28.24,26.75,22.61
28.47,27.655,22.67
29,27.225,22.88
29.31,27.36,23.36
29.28,27.19,23.23
29.77,27.025,23.08
29.73,27.375,22.86
29.98,27.65,23.17
29.97,27.75,23.69
27.39,27.62,23.77
27.12,27.4675,23.84
27.17,27.45,24.32
27.07,27.695,24.8
26.86,27.585,24.16
26.65,30.675,24.1
26.53,30.635,23.37
26.64,32.025,23.61
26.64,32.025,23.61
26.6,32.275,23.21
26.77,34.22,23.06
26.81,33.525,22.38
27.25,33.895,23.1
27.09,32.605,22.71
27.23,31.34,23.91
27.33,32.89,24.01
27.07,31.445,23.48
27.36,31.64,23.01
27.23,31.995,22.76
27.08,32.575,22.56
27.25,32.455,22.63
27.23,32.645,23.24
27.11,32.63,23.14
27.16,33.298,22.87
26.96,32.495,22.77
26.95,31.36,22.7
27.07,31.845,23.49
26.97,31.875,23.45
27.01,32.005,23.54
27.01,32.005,23.54
26.85,31.58,23.37
26.95,32.09,23.28
26.9,32.22,23.25
26.76,32.4,23.25
26.72,32.2,23.39
26.74,31.645,23.07
26.84,31.97,22.61
26.78,32.25,22.39
26.75,32.275,22.46
26.67,34.625,22.8
26.8,34.48,22.88
26.73,32.28,22.54
26.78,32.73,23.16
26.27,34.9,22.82
26.12,35.1,23.02
26.12,35.1,23.02
26.32,35.325,22.94
25.98,34.94,22.6
25.86,35.23,22.58
25.65,35.245,22.42
25.67,35.38,21.99
26.02,36.025,22.26
26.01,36.125,22.42
26.11,36.32,22.31
26.18,36.99,22.24
26.28,38.45,22.45
26.39,38.765,22.6298
26.46,39.815,22.58
26.18,38.905,22.38
26.32,39.42,23
26.16,39.47,22.91
26.24,40.45,23.41
26.07,39.37,23.3
26.06,39.18,23.5
25.97,40.605,24.17
26.01,42.315,24.31
25.93,44.205,24.47
25.79,45.065,24.14
25.65,43.905,23.63
25.48,43.405,24.02
25.48,43.405,24.02
25.23,42.645,23.76
25.2,44.115,23.31
25.37,44.465,23.7
25.25,44.495,24.09
25.16,44.86,23.99
25.28,44.5,24.62
25.26,44.121,24.52
25.17,41.79,24.5
25.17,42.81,24.68
25.47,42.75,25.11
25.4,40.53,24.8
25.31,39.35,24.84
25.43,39.83,24.85
25.09,40.27,24.2
25.11,40.32,24.27
24.91,40.96,23.88
24.63,41.18,23.54
24.54,42.25,23.41
24.31,42.96,23.41
24.2,43.7,23.5
23.99,42.83,23.02
24.18,42.55,23.39
24.28,42.5,23.18
24.28,42.5,23.18
24.2,42.53,23.3
23.92,41.75,23.15
24.16,42.8,23.49
24.17,41.67,23.23
24.12,40.89,23.01
24.23,41.09,22.93
24.47,41.89,23.13
24.67,42.33,23.05
25.1,43.56,23.41
24.94,43.74,23.29
24.97,41.92,23.12
25.32,42.66,23.22
25.04,41.04,22.82
24.84,37.26,22.49
24.46,35.35,22.12
24.65,35.62,22.21
24.63,37.09,22.63
24.32,35.51,22.66
25.28,37.18,23.36
24.98,35.5,23.24
24.99,36.98,23.41
24.76,36.19,23.32
24.99,35.95,23.51
24.45,35.54,23.19
25.3,36.06,23.52
25.23,36.43,23.55
25.36,36.21,23.83
25.21,37.15,24.11
25.23,36.68,24.26
25.22,37.24,24.49
25.11,36.97,24.8
24.9,36.42,24.67
24.91,35.61,24.77
25,34.13,24.84
25.3,34.77,25.12
25.49,35.55,25.33
25.46,35.36,25.7
25.7,35.84,25.93
25.92,37.55,26.01
25.74,37.55,26.35
25.85,39.76,26.5
25.75,39.7,26.96
25.71,39.78,27
25.9,40.74,27.37
26.07,40.56,27.39
26.07,40.56,27.39
25.8,39.76,26.96
25.81,40.3,27.29
25.79,40.04,27.59
25.43,38.24,27.33
25.37,37.92,27.17
25.51,36.54,26.86
25.4,36.92,27.1
25.51,37.65,27.7
25.43,35.81,26.98
25.31,35.9,27
25.36,36,26.7
25.26,37.13,26.94
25.04,37.98,27.12
25.04,38.31,27.12
25.11,37.61,26.9
25.15,37.86,27.18
25.07,38.55,27.11
25.31,38.89,26.77
25.04,37.76,26.1
25.05,37.1,25.86
25.07,37.31,26.33
25.09,36.37,26.25
24.84,36.81,26.02
24.71,36.5,26.21
24.71,36.5,26.21
24.98,37.98,26.68
24.7,37.39,26.5
24.65,37.63,26.56
25.09,38.25,27.28
25.29,38.1,27.7
25.61,38.24,27.75
25.66,38.35,27.59
25.97,40.75,27.88
25.79,41.55,28.3
25.55,41.49,28.23
26.16,43.19,28.71
26.19,43.63,27.44
26.44,43.29,27.03
25.68,44,26.75
25.69,43.81,26.5199
25.54,43.63,26.89
25.72,43.99,27.06
25.75,43.8,27.34
25.61,42.65,27.14
25.92,42.75,27.111
26.81,43.19,27.56
27.25,43.22,27.64
27.32,42.71,27.01
27.76,42.99,26.77
27.13,42.65,26.71
27.35,43.82,26.9
26.95,43.38,26.88
27.27,44,26.82
27.05,46.1,26.31
27.13,47.68,26.53
26.74,46.25,26
26.95,47.15,26.09
26.82,46.3,25.88
26.72,45.83,25.65
26.91,45.87,26.06
26.87,45.74,25.72
26.81,45.77,25.53
27.03,46.06,25.46
26.97,45.74,25.41
27.15,45.84,25.73
27.18,46.57,25.57
27.38,46.89,25.72
27.2,46.26,25.26
27.02,46.22,25.28
27.02,46.22,25.28
27,48.8,25.7
26.85,48.68,25.66
26.61,49.78,26.09
26.58,51.31,25.25
26.61,51.4,24.99
26.48,50.82,24.9
26.31,49.61,24.49
26.27,49.87,24.55
26.07,51.21,24.81
26,52.64,24.68
25.84,53.19,24.48
25.49,52.11,24.5
25.34,51.9,24.56
25.27,53.2,24.38
25.27,53.84,24.22
25.34,53.44,23.83
25.67,51.08,23.95
25.94,52.34,24.48
25.73,53.61,24.65
25.5,54.44,24.6
24.98,53.75,24.5
24.67,52.7801,24.07
24.73,51.7,23.76
24.59,51.3,23.82
24.46,50.37,23.42
24.41,51.59,23.42
24.3,49.25,23.24
24.59,53.74,23.2
24.67,54,23.23
24.53,53.44,23.46
24.57,52.21,23.72
25.09,54.94,23.69
24.79,56.14,23.62
24.78,55.66,23.15
25.1,56.79,23.1
25.03,56.1,23.11
25.1101,57.03,23.07
24.85,55.41,22.84
25.53,54.47,23.33
25.7,57.59,23.5
25.96,57.5,22.65
26.46,59.95,23.37
26.44,61.8499,23.89
26.66,61.15,23.99
27.01,60.23,24.5
27.0495,59.9,24.55
26.96,60.11,24.8
27.09,61.18,25.24
27.28,61.54,25.13
27.35,61.45,25.37
27.5,62.28,25.08
27.74,64.95,24.87
27.97,64.52,25.11
28.07,64.56,25.3
28.16,64.96,25.25
27.91,66.52,26.16
27.92,67.11,26.64
27.92,67.11,26.64
27.76,69.34,26.81
27.75,69.66,26.86
27.68,68.1,26.78
27.68,67.82,26.68
27.89,71.6001,27.18
28.01,72.63,27.43
27.85,71.82,26.9
27.69,74.05,26.67
27.75,73.95,26.15
27.69,74.08,25.7
27.71,74.3305,26.08
27.45,74.91,26.62
27.1301,74.98,26.72
27.09,72.01,26.63
26.92,72.18,26.58
26.9,71.11,26.38
26.83,71.38,25.78
26.86,72.11,25.81
26.73,73.5,25.88
26.59,74.02,25.97
26.64,73.35,25.97
26.64,73.35,25.97
26.46,74.23,25.46
26.39,73.57,25.44
26.27,71.45,25.07
26.15,71.89,24.96
26.15,71.89,24.96
26.84,74.75,25.57
26.97,74.97,25.9099
26.99,74.38,26.27
26.91,76.3,26.31
26.86,76.05,26.47
27,80.86,26.1199
27.29,83.9,26.14
27.14,84.291,25.97
27.19,85.5899,25.79
27.19,85.5899,25.79
26.99,84.7101,25.52
26.83,82.4901,22.599
27.02,79.035,22.4
26.41,76.089,21.7599
26.35,77.67,21.35
26.28,76.04,21.28
26.4,74.2,21.21
26.5,72.33,21.49
27.79,72.03,21.67
28,75,21.65
28.15,75.51,21.255
28.04,75.42,21.55
27.68,72.1,21.2001
27.54,71.847,20.74
27.17,67.3,20.61
26.94,67.6,20.67
26.91,68.81,20.67
26.66,64.95,21
26.69,67.31,21.29
26.39,64.71,21.13
26.65,67.645,21.37
26.88,69.22,21.35
26.81,70.57,21.35
26.7,70.29,20.61
26.7,70.29,20.61
26.54,69.08,20.62
26.72,71.32,20.148
26.66,71.75,20.29
26.63,71.46,20.36
27.05,70.99,20.52
26.87,68.49,20.6
27.14,69.1,20.8
26.97,69.61,20.49
26.93,67.72,20.32
26.91,65.48,20.3
27.06,66.31,20.06
27.25,65.66,20.01
27,63.93,19.75
27.17,63.19,19.85
27.11,65.68,19.73
27.23,67.32,19.76
27.36,66.23,19.92
27.27,64.31,19.65
27.5,64.66,19.54
27.89,63.99,19.62
27.74,61.81,19.78
27.15,61.67,19.98
26.85,60.16,19.7
27.01,59.96,19.6
27.01,59.51,19.75
26.9,58.71,19.58
27.02,62.33,19.82
27.23,62.75,19.7
27.21,62.72,19.46
27.56,62.65,19.35
27.64,61.17,19.3
27.74,67.21,19.48
27.56,71.24,19.38
27.25,69.79,19.24
27.29,68.67,19.36
27.13,67.99,19.16
27.2,66.71,19.12
27.07,66.469,19.45
27.07,66.469,19.45
26.84,64.811,19.19
27.22,66.22,19.39
27.03,65.65,19.56
27.03,67.63,19.45
27.15,67.04,19.06
27.11,65.75,18.91
27.11,66.17,19.15
27.1,68.15,19.49
27.25,69.36,20.08
24.15,70.39,19.98
24.29,69.6,19.49
24.01,71.62,19.59
23.17,71.14,19.16
23.44,71.13,19.34
23.8,71.89,19.51
23.73,71.89,20.11
23.62,71.03,19.9
23.77,70.6,19.58
23.22,68.15,19.36
23.17,67.7,19.04
23.15,67.79,19.32
23.01,64.98,19.06
22.73,65.26,18.66
22.83,63.18,18.65
22.56,64.51,18.36
22.88,63.38,18.01
22.79,63.15,17.95
23.5,63.34,17.89
23.74,64.33,18.05
23.72,63.549,18.22
23.72,63.549,18.22
23.15,61.22,17.81
22.65,59.77,18.02
22.82,62.17,18.04
22.76,61.66,18.23
22.5,60,17.98
22.13,59.723,17.79
22.04,58.565,17.39
22.11,60.76,17.11
21.92,59.24,17.16
21.71,57,16.86
21.51,58.33,17.12
21.88,57.61,17.73
22.07,59.38,18.12
22.1,57.56,18.3
22.55,57.2,18.24
22.56,57.47,18.15
23.08,57.86,18.4
22.88,59.58,18.25
22.5,58.83,18
22.82,58.99,18.28
22.86,57.43,18.05
23.16,56.02,18.66
23.4702,58.97,19.3199
23.3,57.27,19
23.7,57.95,19.36
23.7,57.95,19.36
23.35,57.0015,18.75
23.48,55.77,18.85
23.3,55.4,18.56
23.5,55,18.18
23.1,55.65,18.67
22.64,52.96,17.88
22.26,52.25,17.72
22.29,50.67,17.88
22.48,52.37,17.84
22.74,52.9,18.21
23.4,54.1,18.49
22.85,60.5,17.104
23.87,60.72,17.15
24,61.42,17.48
24.22,61.928,17.54
24.37,63.87,17.5
23.87,63.4,17.47
24.25,65.59,18.18
24.06,67.96,18
23.99,67.18,17.66
24.3,68.16,17.59
24.21,69.59,17.33
24.29,68.3,17.49
24.22,67.21,17.32
24.34,64.78,17.36
24.44,63.59,17.4
24.46,64.07,17.75
24.43,63.65,17.41
24.53,63.94,17.87
24.62,66.45,18.13
24.7,67.98,18.61
24.7,67.59,18.56
25.79,67.91,18.4
26.12,66.56,18.25
25.62,67.62,18.34
25.67,67.31,18.38
25.74,67.81,18.56
25.85,68.75,18.9
25.95,66.98,19.38
25.84,66.48,19.68
25.8,66.96,19.84
25.7,67.85,19.57
25.84,68.38,19.88
25.84,68.38,19.88
25.61,71.48,19.99
25.61,70.03,19.31
25.43,72.8,19.22
25.6,72.52,19.45
25.91,72.5,19.4
25.93,72.63,19.75
25.98,74.2,19.83
26.33,74.17,19.78
26.85,74.1,19.51
26.79,73.89,19.65
26.86,73.77,19.42
27.18,75.26,19.49
26.9,74.65,19.19
26.66,73,19.07
26.95,75.75,19.41
27.2,77.61,19.96
27.44,76.41,20.39
27.4,77.01,20.77
27.35,76.98,20.57
27.36,74.86,20.44
27.37,74.08,20.57
27.94,75.38,20.82
27.92,74.83,20.78
27.87,74.22,20.63
27.72,74.63,20.62
27.69,73.81,20.89
27.54,73.23,20.89
28.22,75.26,21.49
28.37,75.02,21.6
28.45,75.4,21.61
28.44,74.29,20.9
28.52,74.53,21.11
28.29,78.99,21.03
28.43,79.95,21.33
28.45,81.46,21.45
28.28,81.05,21.62
28.31,81.68,21.72
28.35,82.19,21.77
28.34,80.41,21.1
28.53,80.42,21.26
28.71,81.08,21.34
28.81,79.16,21.02
28.77,78.98,20.68
28.73,78.29,20.51
28.84,79.71,20.8175
28.95,80.51,20.8
28.98,82.45,20.71
29.26,83.34,20.42
29.24,83.12,20.58
29.35,84.35,21
29.2285,85,21.88
29.12,84.05,22.323
29.47,85.61,22.33
29.4,85.85,22.1
29.89,86.47,22.27
29.92,88.6,21.57
29.92,90.31,21.73
29.92,90.31,21.73
29.76,91.63,21.59
29.48,89.54,21.02
29.39,91.81,20.98
29.57,91.8,21.24
29.36,91.66,21.395
29.12,91.32,20.93
29.33,91.12,21.22
29.13,91.27,21.12
28.99,89.83,20.9
28.85,87.04,20.65
29.4,88.26,20.68
29.54,88.75,20.7
29.43,86.14,20.73
29.55,89.05,20.7
30.07,88.55,20.77
30.19,87.72,20.96
29.89,85.47,20.84
29.99,86.31,20.66
30.09,84.76,20.6
29.98,82.9,20.37
29.64,82.2,20.08
29.64,82.2,20.08
29.99,81.51,20.15
30.02,81.52,20.4
29.98,80.87,20.42
29.86,84.84,20.25
29.86,84.84,20.25
29.86,84.84,20.25
29.86,83.8,20.35
29.81,85.66,21.17
29.64,85.05,21.1
29.93,85.47,21.01
29.96,92.57,21.03
29.66,97,21.52
30.7,95.8,21.92
31.21,94.62,22.13
31.21,94.62,22.13
31.16,97.1,22.3
31.1,94.95,21.04
31,89.07,20.65
31.11,88.5,20.82
30.72,86.79,20.79
30.74,85.7,20.55
31.09,86.7,20.84
30.45,86.25,20.6
30.6,85.38,20.53
30.53,85.94,20.89
30.48,85.55,20.93
30.86,85.73,20.96
30.56,84.74,21.11
30.19,84.75,21.23
29.61,83.94,21.28
29.51,84.15,21.31
29.37,86.15,21.51
29.26,86.18,21.36
28.98,83.27,21.03
28.94,84.88,20.8
29.03,84.63,20.9
29.4,85.3,21.14
29.46,85.21,21.31
28.74,84.83,21.23
28.74,84.83,21.23
28.83,85.9,21.18
29.35,89.2,20.88
29.39,89.51,20.97
28.9,89.07,20.76
29.07,88.65,20.85
27.87,83.93,20.03
28.17,84.61,19.86
28.09,87.06,19.59
27.76,85.41,19.22
27.5499,86.32,19.1099
27.83,88.19,19.4
27.61,87.72,19.12
27.32,88,19.23
27.29,87.97,19.1
27.44,89.87,19.48
26.72,88.4,19.12
27.4,90,19.23
27.28,89.57,19.14
27.33,89.59,19.15
27.83,91.13,19.11
27.84,91.48,18.99
28.52,93.87,19.34
28.27,93.96,19.16
28.02,93.52,19.27
28.22,95.85,19.29
27.72,95.46,19.06
27.64,93.24,18.86
27.75,93.75,19.09
27.87,92.91,19.13
27.74,93.65,19.13
27.87,94.5,19.31
28.5,94.27,19.38
28.55,94.68,19.58
28.55,94.68,19.58
28.57,93.65,20.1
28.4,94.25,20.68
28.11,92.59,20.47
28.54,92.19,20.5
28.61,90.24,20.46
28.73,91.43,20.69
28.85,90.35,20.98
28.6,90.4,21.35
28.69,90.27,21.81
29.02,90.97,22.16
28.78,93.51,21.91
28.79,93.24,21.94
28.99,95.348,22.258
29.1,98.84,22.09
30.12,99.92,21.87
29.94,99.8,21.5
30.4,99.47,21.8
30.61,100.39,21.93
30.97,100.4,21.74
30.56,100.81,21.9
30.71,103.92,21.96
30.75,105.06,22.15
30.7799,106.88,22.47
30.58,107.34,22.21
30.89,108.74,22.28
30.97,109.36,22.12
30.9,107.52,22.01
31.07,107.34,22.18
30.98,109.44,22.23
30.83,110.02,22.7
31.05,111.98,22.63
30.69,113.54,22.99
30.58,112.89,22.67
30.17,110.69,21.97
30.48,113.62,22.16
30.48,113.62,22.16
30.79,114.35,22.3
31.11,118.77,22.08
30.6901,121.191,22.1799
30.59,118.4,22.36
30.715,121.33,22.16
30.58,122.67,21.96
30.29,123.64,21.49
29.62,124.069,21.31
30.05,124.49,21.83
30.02,120.19,21.93
29.85,120.38,22.2
30.39,117.5,22.672
30.52,118.75,23.23
30.49,120.5,24.24
30.51,125.09,24.17
30.46,123.66,24.1
30.01,121.55,23.94
30.22,123.9,24.29
29.49,123,23.7
29.49,122.34,23.48
29.52,119.65,23.38
29.87,121.89,23.79
29.83,120.56,23.92
29.47,122.04,23.7399
29.74,121.26,24.27
30.02,127.17,24.59
30.02,127.17,24.59
29.99,132.75,24.6
29.97,132.3,24.68
29.87,130.33,24.9599
29.33,132.35,24.97
29.49,132.39,24.57
30.07,134.07,26
29.82,137.73,25.97
30.03,138.1,25.95
30.7799,138.91,26.3299
30.92,138.12,25.06
31.51,140,25.26
31.16,143.75,24.55
31.19,143.7,24.72
30.8,134.89,24.529
30.71,137.26,24.5
29.98,146,24
29.3901,143.85,23.54
29.4,141.43,23.85
28.99,131.76,23.62
29.3,135,23.8
29.52,136.49,24.3
28.9601,131.85,23.9101
29.54,135.25,24.13
29.55,135.03,24.1299
30,134.01,24.68
29.3,126.39,23.92
28.71,125,23.98
28.63,127.79,24.02
28.27,124.03,23.8
28.1,119.9,23.22
27.81,117.05,23.1
28.25,122.06,23.7
28.26,122.22,24.11
28.07,127.57,23.89
28.22,132.51,24.15
28.3,131.07,24.23
28.81,135.3,24.79
28.49,132.25,24.45
27.93,126.82,23.96
28.59,134.08,25.09
28.45,136.25,25.28
28.73,138.48,25.75
28.73,138.48,25.75
28.81,144.16,26.18
28.48,136.76,25.99
28.91,135.01,26.15
28.44,131.77,25.47
28.48,136.71,25.35
28.93,135.49,25.66
28.93,136.85,25.46
29.16,137.2,25.35
29.04,138.81,24.93
28.725,138.41,24.85
28.93,140.92,25.41
28.67,140.77,25.68
28.4201,140.31,25.81
28.6499,144.15,25.87
29.08,148.28,25.98
29.5599,153.18,25.8901
29.5,152.77,25.91
29.49,154.5,25.76
29.46,153.47,25.86
29.7701,156.339,26.371
29.7,158.45,26.38
29.4525,157.92,25.81
29.71,156.24,25.6
29.84,161.45,25.54
29.84,167.91,25.66
30.0999,167.86,25.8399
30.23,166.79,25.88
29.91,162.23,25.43
30.17,167.254,25.55
30.04,166.98,25.75
30.32,169.58,25.48
31.08,172.75,26.72
31.16,173.5,26.97
30.17,170.42,26.3
30.51,174.36,26.64
30.9,186.16,26.8
31.25,185.93,26.01
31.99,182.78,25.89
35.03,184.7,25.94
34.57,185.09,26.26
35.57,187,26.27
36.81,189.95,26.9
37.06,187.44,26.5
37.06,187.87,26.8
36.73,186.18,26.84
36.41,191.79,27.49
35.52,186.3,26.9
34.74,175.466,25.933
33.73,165.37,25.15
33.38,153.76,25.29
34.46,169.96,26.14
33.93,166.11,25.85
33.76,164.3,25.53
34.09,166.39,25.51
33.96,163.95,25.17
34.58,168.85,25.52
34.23,168.46,24.63
34.23,168.46,24.63
34.11,171.54,25.07
32.97,172.542,24.3701
33.06,174.81,25.11
33.7,180.22,26.19
33.59,184.29,26.34
33.6,182.22,26.08
32.92,178.86,26.25
32.77,179.81,26.31
34.15,185.5,27.22
34.55,189.953,27.98
34.53,194.3,27.73
34.76,194.21,27.78
34.1,188.54,26.93
34.47,190.86,27.28
35.22,191.83,27.16
35.31,190.39,26.29
34.39,184.4,25.72
34.74,182.98,25.91
34.79,183.12,26.19
35.52,187.21,26.41
36.06,193.91,26.96
36.58,198.8,27.31
36.58,198.8,27.31
36.61,198.95,27.45
35.97,198.57,26.83
36.12,199.83,26.76
35.6,198.08,26.66
35.6,198.08,26.66
35.22,194.84,25.35
35.37,194.93,24.67
34.38,180.05,22.67
34.61,177.64,22.88
33.45,171.25,22.26
34.44,179.4,22.75
34.33,178.02,22.54
33.91,172.69,21.99
34.39,178.78,23.08
34,169.04,22.69
33.23,159.64,19.88
33.11,160.89,19.33
33.01,161.36,19
33.01,161.36,19
31.99,155.64,18.63
31.93,139.072,19.98
33.25,135.6,20.69
32.94,130.01,20
32.72,130.01,20.29
32.6,131.54,20.5
32.2,132.18,20.69
32.6,135.36,21.1
30.4498,133.75,21.7699
30.19,131.65,21.2
29.07,129.36,20.1215
28.52,122,19.9199
28.12,121.24,20.05
28.56,125.48,20.27
28.21,129.45,20.68
28.34,124.86,20.9
28.96,129.4,21.21
28.5,127.46,20.46
28.42,124.63,20.11
28.42,124.63,20.11
28.17,122.18,20.16
28.22,123.82,20.38
28.1,121.54,20.3
27.68,119.46,19.82
27.84,119.74,19.94
28.38,119.15,20.69
28.26,122.96,20.77
27.93,129.91,20.49
27.1999,125.02,19.9699
26.99,121.73,20.01
27.59,124.62,20
28.1199,124.49,20.1999
27.57,120.93,19.87
27.87,122.25,20.07
28.05,119.69,20.12
29.28,127.35,21.2001
28.63,126.03,21.12
28.62,127.94,21.28
27.96,126.61,20.66
28.3,126.73,20.85
29.42,132.82,21.75
28.62,129.67,21.0899
29.18,133.27,21.75
29.18,133.27,21.75
29.17,139.53,22.13
29.14,140.98,22.27
28.56,145.06,21.86
28.05,140.25,21.09
27.91,143.01,20.79
28.38,143.5,21.18
29.4999,149.53,21.97
29.16,147.49,21.85
29,151.61,21.93
29.16,153.08,21.87
29.16,155.89,21.75
28.75,152.84,21.08
28.89,151.44,21.42
29.11,154.55,22.08
28.28,147.14,21.24
28.06,147.78,20.69
28.25,148.38,20.91
28.95,153.7,22.13
29.22,154.49,22.11
30,161.04,22.55
30.42,168.16,22.46
30.25,160.2,21.99
31.45,162.89,22.56
31.8,168.94,22.69
29.83,169.73,22.56
28.99,172.24,22.71
28.64,175.05,22.62
28.52,173.95,22.26
29.4,180,23.29
29.24,180.94,23.58
29.08,184.73,23.25
29.7,186.66,23.58
29.21,182.59,23.17
29.27,185.06,23.4
29.39,183.45,23.37
29.99,188.16,23.64
29.78,189.96,23.76
29.93,186.26,23.84
30.4501,189.73,24.97
29.99,187.62,25
29.46,183.6,24.88
28.76,185.9,24.09
28.25,178.19,23.66
28.47,177.05,23.88
28.05,181.17,23.41
28.05,181.17,23.41
28.44,186.43,23.6
28.18,187.01,23.47
28.31,186.69,23.14
28.32,188.75,23.18
27.8,186.1,23.2
27.31,185.37,22.94
27.54,185.19,23.48
28.3,189.43,23.87
